"","text","lang","reply_settings","conversation_id","author_id","id","possibly_sensitive","created_at.x","verified","description","profile_image_url","protected","url","name","created_at.y","location","username","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"11","RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859953153539789277 photo 1","en","everyone","1859993619282976850","2507601764","1859993619282976850",FALSE,2024-11-22 16:13:30,FALSE,"@NOAA's National Centers for Coastal Ocean Science is a fed govt office. Verification: https://t.co/oYrBZk5e0j","https://pbs.twimg.com/profile_images/1816860590708584448/7jL_n6VN_normal.jpg",FALSE,"https://t.co/4LXAlnxJEs","NOAA Coastal Ocean Science","2014-05-19T14:43:58.000Z","United States of America","noaacoastalsci","1802716432146350427",7,0,0,0,0,0,6495,221,2512,159,1287,"RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/pvI64zbt74",NA,NA
"12","Winds have pushed red tide closer to Sarasota and Manatee County shorelines, but its impacts have largely remained mild and vary from beach to beach. . https   www heraldtribune com story news local manatee 2024 11 22 red tide bloom has shifted south recently along sarasota manatee 76403995007","en","everyone","1859982695167557824","6942422","1859982695167557824",FALSE,2024-11-22 15:30:05,FALSE,"The Sarasota Herald-Tribune is Southwest Florida's source for news, commentary and more.","https://pbs.twimg.com/profile_images/1369704378400186370/IVjDQiBD_normal.png",FALSE,"https://t.co/W5oFw0FxIi","Sarasota Herald-Tribune","2007-06-19T21:13:46.000Z","Sarasota, Florida","HeraldTribune",NA,0,0,0,0,0,315,66625,805,130465,918,2001,"Winds have pushed red tide closer to Sarasota and Manatee County shorelines, but its impacts have largely remained mild and vary from beach to beach. https://t.co/66f7e7TPdv",NA,NA
"13","RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859953153539789277 photo 1","en","everyone","1859972782379123119","192777160","1859972782379123119",FALSE,2024-11-22 14:50:42,FALSE,"Night Owl | INFP | tired job seeker 
hiraeth-full & fernweh-haver
 Wimsey-infatuated 🧐
Fan of adaptive reuse & walkable cities

Tá cúpla focal agam ☘️ YNWA⚽️","https://pbs.twimg.com/profile_images/1632249660835348480/qXQVbo4B_normal.jpg",FALSE,"https://t.co/O8Z4E5VM84","🦋🐳 alexandra M 🌻🧭🦩","2010-09-20T03:25:31.000Z","Cone of Uncertainty","MiscAlex","1593510122478866432",7,0,0,0,0,0,361,632,33180,15,42491,"RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/pvI64zbt74",NA,NA
"14","RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859953153539789277 photo 1","en","everyone","1859956921354289274","25055169","1859956921354289274",FALSE,2024-11-22 13:47:41,FALSE,"","https://pbs.twimg.com/profile_images/1859314015278694400/Owm_tt47_normal.jpg",FALSE,NA,"LISA SAVRAM","2009-03-18T10:49:01.000Z",NA,"LISAAVRAM","1733790872360095776",7,0,0,0,0,0,136,884,9192,2,58260,"RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/pvI64zbt74",NA,NA
"15","RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859953153539789277 photo 1","en","everyone","1859954467019673869","200475593","1859954467019673869",FALSE,2024-11-22 13:37:55,FALSE,"""All that really matters is that the people you love are happy and healthy. Everything else is just sprinkles on the sundae."" -Paul William Walker IV","https://pbs.twimg.com/profile_images/1807201459353661441/ehb5MUgY_normal.jpg",FALSE,"https://t.co/7g3umbQ3FS","❤️💙MsLBee❤️💛","2010-10-09T11:54:19.000Z","Central FL","ELI119386","1854125973454635267",7,0,0,0,0,0,593,743,63753,2,89500,"RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/pvI64zbt74",NA,NA
"16","RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859953153539789277 photo 1","en","everyone","1859954337558286628","207228196","1859954337558286628",FALSE,2024-11-22 13:37:25,FALSE,"Avid weather enthusiasts, Pro Pool Player for APA, and a Dolphin fan since 1980.","https://pbs.twimg.com/profile_images/1626952459439509505/RJXhic9S_normal.jpg",FALSE,NA,"Nathan Rice","2010-10-24T20:57:38.000Z","United States","njrice2004",NA,7,0,0,0,0,0,1986,2364,177105,29,313641,"RT @NWSTampaBay: X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/pvI64zbt74",NA,NA
"17","X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859953153539789277 photo 1","en","everyone","1859953153539789277","590195750","1859953153539789277",FALSE,2024-11-22 13:32:42,TRUE,"Official Twitter account for the National Weather Service Tampa Bay Area, FL. Details: http://t.co/KKTK7cZlhK","https://pbs.twimg.com/profile_images/875684318441385984/xXJdcbmq_normal.jpg",FALSE,"https://t.co/X31SJ6MGAH","NWS Tampa Bay","2012-05-25T18:10:38.000Z","Tampa Bay, Florida","NWSTampaBay",NA,7,1,7,0,3,3469,76967,711,55539,1767,5832,"X (formerly Twitter):
Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/pvI64zbt74",NA,NA
"18","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859726622049579266","238653938","1859726622049579266",FALSE,2024-11-21 22:32:33,FALSE,"Sports; wine; Scotch; cars; writing; politics. 21st g-grandson of Edward I; 22nd g-grandson of Robert de Bruce; Son of Picts, Vascones, Franks, Vikings royalty","https://pbs.twimg.com/profile_images/378800000621029852/15f3366e3b17637522baaee2a180fc3c_normal.jpeg",FALSE,"https://t.co/EQInLydih2","OldSaltCityAce 🇺🇸 🏴󠁧󠁢󠁳󠁣󠁴󠁿 👑","2011-01-15T18:05:41.000Z","Orbiting between Mars & Venus","OldSaltCityAce","1860117911450591683",16,0,0,0,0,0,4309,1838,451032,145,154743,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"19","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859726092891992372","60403583","1859726092891992372",FALSE,2024-11-21 22:30:27,FALSE,"AMDG + Soli Deo Gloria +JMJ+ Charity in all things! I see that world is rotten because of silence. St. Catherine of Siena; I want to do heaven's work on earth.K","https://pbs.twimg.com/profile_images/1798772167200403456/IRMMg441_normal.jpg",FALSE,NA,"Catherine of Siena","2009-07-26T21:40:25.000Z",NA,"1catherinesiena","1854586288071983252",16,0,0,0,0,0,9889,10638,734464,224,421680,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"20","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859667408518254793","1024152169346301952","1859667408518254793",FALSE,2024-11-21 18:37:15,FALSE,"🌈   cmerk767@gmail.com , 
weather enthusiast , cocorahs member , certified storm spotter ,  went to osuit truck diesel tech.","https://pbs.twimg.com/profile_images/1778869372448124928/sfTfq1R5_normal.jpg",FALSE,NA,"🌈 corey merkey 🏳️‍🌈","2018-07-31T04:37:59.000Z",NA,"MerkeyCorey",NA,16,0,0,0,0,0,542,613,7189,0,95755,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"21","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859618531970588995","1214959374264930304","1859618531970588995",FALSE,2024-11-21 15:23:02,FALSE,"DVM Candidate | Translational Research | Infectious Disease Research | Immunology | I retweet scholarships opportunities from notable mentors 🥂","https://pbs.twimg.com/profile_images/1631010311338708993/7fdPuz37_normal.jpg",FALSE,NA,"Tunde Olowu.","2020-01-08T17:17:55.000Z","Somewhere in the World 🌎","OLOWUBABATUNDE2","1688516615904624640",16,0,0,0,0,0,958,2288,2536,0,7890,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"22","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859617741310918986","1311079359046852608","1859617741310918986",FALSE,2024-11-21 15:19:54,FALSE,"2/11/2023
Twitter Alternarives
https://t.co/RbQ4FIrWbM

My tweets are parody, satire, jokes, hyperbolic 
speculation, spitballs, & bald-faced facts.","https://pbs.twimg.com/profile_images/1311079839315587073/R1y6EhEm_normal.jpg",FALSE,"https://t.co/o9lmIskVtd","John Walling","2020-09-29T23:05:11.000Z",NA,"JohnKI7YRA","1400691943298899968",16,0,0,0,0,0,260,215,39477,2,18955,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"23","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859617326326309239","1496843786646917127","1859617326326309239",FALSE,2024-11-21 15:18:15,FALSE,"Watching and praying","https://pbs.twimg.com/profile_images/1496843936308109321/Rli4KwvK_normal.jpg",FALSE,NA,"Nowimfound75 Mel","2022-02-24T13:46:18.000Z",NA,"nowimfound75",NA,16,0,0,0,0,0,354,778,10463,0,21932,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"24","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859617190061768762","1299434347808854016","1859617190061768762",FALSE,2024-11-21 15:17:42,FALSE,"Country music fan! Go VOLS!","https://pbs.twimg.com/profile_images/1841113337871945733/3mgeIC4N_normal.jpg",FALSE,NA,"Angie Davis","2020-08-28T19:51:22.000Z","United States","AngelaR77257540",NA,16,0,0,0,0,0,584,3593,4022,1,26534,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"25","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859616799395889173","1681212607","1859616799395889173",FALSE,2024-11-21 15:16:09,FALSE,"Florida GC specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems. Adopt... DON'T Shop...","https://pbs.twimg.com/profile_images/440867519553736704/lA4HTjtj_normal.png",FALSE,"https://t.co/hojvT952xo","Gulf Atlantic Ind of America, Inc. ®","2013-08-18T17:08:09.000Z","South Florida","GulfAtlanticInd","1788032102232981966",16,0,0,0,0,0,1319,1433,278710,106,47654,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"26","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859615763251794016","14342564","1859615763251794016",FALSE,2024-11-21 15:12:02,TRUE,"NOAA provides science, service and stewardship to protect life, property & Earth's natural resources. An agency of @CommerceGov. Join us on Instagram & Facebook","https://pbs.twimg.com/profile_images/1770469994297716736/T76gtJDu_normal.jpg",FALSE,"https://t.co/4RB5BEvHoD","NOAA","2008-04-09T15:26:21.000Z","USA (Formerly @usNOAAgov)","NOAA",NA,16,0,0,0,0,0,1262165,148,19338,12474,312,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
"27","RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see  . http   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com NWSTampaBay status 1859587697444262321 photo 1","en","everyone","1859612306239520954","16878156","1859612306239520954",FALSE,2024-11-21 14:58:18,FALSE,"We are the nation's premier federal science agency for the ocean and our coasts. An official @NOAA account: https://t.co/HEaaXK1Kv1","https://pbs.twimg.com/profile_images/1346185465280356354/SAXGSjbi_normal.jpg",FALSE,"https://t.co/ertuiEiptD","NOAA's Ocean Service","2008-10-21T00:43:08.000Z",NA,"noaaocean",NA,16,0,0,0,0,0,209109,281,10936,4296,1056,"RT @NWSTampaBay: Over the next 36 hours, @NOAACoastalSci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE county. Conditions may vary. For latest updates at individual beaches, see https://t.co/vqAaLYoVUz https://t.co/nk1MPJcLKO",NA,NA
